idnotificacao,idalerta,iddestinatario,canal,data_envio,estado_envio,data_confirmacao,mensagem,erro_envio
2734,441,1,email_sms,2026-05-14 13:04:00,confirmada,2026-05-14 13:23:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2735,441,2,email_sms,2026-05-14 13:09:00,confirmada,2026-05-14 13:33:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2736,441,3,email_sms,2026-05-14 13:10:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2737,441,4,email_sms,2026-05-14 13:07:00,confirmada,2026-05-14 13:17:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2738,441,5,email_sms,2026-05-14 13:07:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2739,441,6,email_sms,2026-05-14 13:06:00,confirmada,2026-05-14 13:13:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2740,441,7,email_sms,2026-05-14 13:03:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2741,441,8,email_sms,2026-05-14 13:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm. Medidas recomendadas associadas ao nível Vermelho.,
2742,442,1,email_sms,2026-05-14 13:01:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,
2743,442,2,email_sms,2026-05-14 13:04:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,
2744,442,3,email_sms,2026-05-14 13:08:00,confirmada,2026-05-14 13:26:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,
2745,442,4,email_sms,2026-05-14 13:04:00,confirmada,2026-05-14 13:12:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,
2746,442,5,email_sms,2026-05-14 13:06:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,
2747,442,6,email_sms,2026-05-14 13:10:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,
2748,442,7,email_sms,2026-05-14 13:10:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,
2749,442,8,email_sms,2026-05-14 13:06:00,falhada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm. Medidas recomendadas associadas ao nível Vermelho.,Erro simulado no envio.
2750,443,1,email,2026-05-14 14:05:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.54%. Precipitação acumulada 6h: 26.85 mm. Precipitação prevista 1h: 19.85 mm. Medidas recomendadas associadas ao nível Amarelo.,
2751,443,2,email,2026-05-14 14:10:00,confirmada,2026-05-14 14:13:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.54%. Precipitação acumulada 6h: 26.85 mm. Precipitação prevista 1h: 19.85 mm. Medidas recomendadas associadas ao nível Amarelo.,
2752,443,3,email,2026-05-14 14:10:00,confirmada,2026-05-14 14:29:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.54%. Precipitação acumulada 6h: 26.85 mm. Precipitação prevista 1h: 19.85 mm. Medidas recomendadas associadas ao nível Amarelo.,
2753,443,4,email,2026-05-14 14:04:00,confirmada,2026-05-14 14:20:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.54%. Precipitação acumulada 6h: 26.85 mm. Precipitação prevista 1h: 19.85 mm. Medidas recomendadas associadas ao nível Amarelo.,
2754,443,6,email,2026-05-14 14:01:00,enviada,,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.54%. Precipitação acumulada 6h: 26.85 mm. Precipitação prevista 1h: 19.85 mm. Medidas recomendadas associadas ao nível Amarelo.,
2755,444,1,email_sms,2026-05-14 14:04:00,confirmada,2026-05-14 14:26:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2756,444,2,email_sms,2026-05-14 14:07:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2757,444,3,email_sms,2026-05-14 14:01:00,confirmada,2026-05-14 14:26:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2758,444,4,email_sms,2026-05-14 14:06:00,confirmada,2026-05-14 14:09:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2759,444,5,email_sms,2026-05-14 14:03:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2760,444,6,email_sms,2026-05-14 14:08:00,confirmada,2026-05-14 14:36:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2761,444,7,email_sms,2026-05-14 14:08:00,confirmada,2026-05-14 14:29:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2762,444,8,email_sms,2026-05-14 14:09:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm. Medidas recomendadas associadas ao nível Vermelho.,
2763,445,1,email_sms,2026-05-14 14:03:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2764,445,2,email_sms,2026-05-14 14:08:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2765,445,3,email_sms,2026-05-14 14:09:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2766,445,4,email_sms,2026-05-14 14:04:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2767,445,5,email_sms,2026-05-14 14:04:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2768,445,6,email_sms,2026-05-14 14:10:00,confirmada,2026-05-14 14:16:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2769,445,7,email_sms,2026-05-14 14:10:00,confirmada,2026-05-14 14:34:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2770,445,8,email_sms,2026-05-14 14:02:00,confirmada,2026-05-14 14:21:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm. Medidas recomendadas associadas ao nível Vermelho.,
2771,446,1,email_sms,2026-05-14 14:03:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm. Medidas recomendadas associadas ao nível Laranja.,
2772,446,2,email_sms,2026-05-14 14:08:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm. Medidas recomendadas associadas ao nível Laranja.,
2773,446,3,email_sms,2026-05-14 14:05:00,confirmada,2026-05-14 14:18:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm. Medidas recomendadas associadas ao nível Laranja.,
2774,446,4,email_sms,2026-05-14 14:05:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm. Medidas recomendadas associadas ao nível Laranja.,
2775,446,5,email_sms,2026-05-14 14:09:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm. Medidas recomendadas associadas ao nível Laranja.,
2776,446,6,email_sms,2026-05-14 14:04:00,confirmada,2026-05-14 14:09:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm. Medidas recomendadas associadas ao nível Laranja.,
2777,446,7,email_sms,2026-05-14 14:08:00,enviada,,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm. Medidas recomendadas associadas ao nível Laranja.,
2778,447,1,email_sms,2026-05-14 15:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2779,447,2,email_sms,2026-05-14 15:04:00,confirmada,2026-05-14 15:30:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2780,447,3,email_sms,2026-05-14 15:10:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2781,447,4,email_sms,2026-05-14 15:03:00,confirmada,2026-05-14 15:31:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2782,447,5,email_sms,2026-05-14 15:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2783,447,6,email_sms,2026-05-14 15:09:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2784,447,7,email_sms,2026-05-14 15:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2785,447,8,email_sms,2026-05-14 15:10:00,confirmada,2026-05-14 15:25:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm. Medidas recomendadas associadas ao nível Vermelho.,
2786,448,1,email_sms,2026-05-14 15:04:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2787,448,2,email_sms,2026-05-14 15:07:00,confirmada,2026-05-14 15:30:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2788,448,3,email_sms,2026-05-14 15:01:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2789,448,4,email_sms,2026-05-14 15:10:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2790,448,5,email_sms,2026-05-14 15:05:00,confirmada,2026-05-14 15:21:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2791,448,6,email_sms,2026-05-14 15:05:00,confirmada,2026-05-14 15:07:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2792,448,7,email_sms,2026-05-14 15:09:00,confirmada,2026-05-14 15:33:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2793,448,8,email_sms,2026-05-14 15:05:00,enviada,,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm. Medidas recomendadas associadas ao nível Vermelho.,
2794,449,1,email_sms,2026-05-14 16:02:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
2795,449,2,email_sms,2026-05-14 16:06:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
2796,449,3,email_sms,2026-05-14 16:02:00,confirmada,2026-05-14 16:06:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
2797,449,4,email_sms,2026-05-14 16:02:00,confirmada,2026-05-14 16:18:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
2798,449,5,email_sms,2026-05-14 16:05:00,confirmada,2026-05-14 16:18:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
2799,449,6,email_sms,2026-05-14 16:10:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
2800,449,7,email_sms,2026-05-14 16:07:00,confirmada,2026-05-14 16:26:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
2801,449,8,email_sms,2026-05-14 16:01:00,enviada,,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm. Medidas recomendadas associadas ao nível Vermelho.,
