idalerta_evidencia,idalerta,idleitura_sensor,idprevisao,tipo_variavel,valor_usado,unidade,limiar_aplicado,contribuicao_para_alerta
1651,551,7096,,nivel_agua_percentagem,91.09,%,70/85/90%,Leitura máxima de nível de água na área.
1652,551,,,precipitacao_acumulada_6h,55.82,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1653,551,,789,precipitacao_prevista_1h,28.08,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1654,552,7105,,nivel_agua_percentagem,79.05,%,70/85/90%,Leitura máxima de nível de água na área.
1655,552,,,precipitacao_acumulada_6h,44.47,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1656,552,,790,precipitacao_prevista_1h,16.09,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1657,553,7114,,nivel_agua_percentagem,55.29,%,70/85/90%,Leitura máxima de nível de água na área.
1658,553,,,precipitacao_acumulada_6h,19.8,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1659,553,,791,precipitacao_prevista_1h,19.63,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1660,554,7123,,nivel_agua_percentagem,47.22,%,70/85/90%,Leitura máxima de nível de água na área.
1661,554,,,precipitacao_acumulada_6h,22.53,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1662,554,,792,precipitacao_prevista_1h,15.36,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1663,555,7141,,nivel_agua_percentagem,93.8,%,70/85/90%,Leitura máxima de nível de água na área.
1664,555,,,precipitacao_acumulada_6h,63.27,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1665,555,,794,precipitacao_prevista_1h,48.2,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1666,556,7147,,nivel_agua_percentagem,54.31,%,70/85/90%,Leitura máxima de nível de água na área.
1667,556,,,precipitacao_acumulada_6h,18.49,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1668,556,,795,precipitacao_prevista_1h,12.43,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1669,557,7165,,nivel_agua_percentagem,58.87,%,70/85/90%,Leitura máxima de nível de água na área.
1670,557,,,precipitacao_acumulada_6h,26.84,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1671,557,,797,precipitacao_prevista_1h,13.06,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1672,558,7177,,nivel_agua_percentagem,87.88,%,70/85/90%,Leitura máxima de nível de água na área.
1673,558,,,precipitacao_acumulada_6h,66.2,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1674,558,,798,precipitacao_prevista_1h,14.5,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1675,559,7189,,nivel_agua_percentagem,41.85,%,70/85/90%,Leitura máxima de nível de água na área.
1676,559,,,precipitacao_acumulada_6h,16.61,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1677,559,,799,precipitacao_prevista_1h,17.38,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1678,560,7198,,nivel_agua_percentagem,48.36,%,70/85/90%,Leitura máxima de nível de água na área.
1679,560,,,precipitacao_acumulada_6h,23.49,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1680,560,,800,precipitacao_prevista_1h,14.53,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1681,561,7210,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1682,561,,,precipitacao_acumulada_6h,126.91,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1683,561,,802,precipitacao_prevista_1h,56.76,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1684,562,7222,,nivel_agua_percentagem,88.61,%,70/85/90%,Leitura máxima de nível de água na área.
1685,562,,,precipitacao_acumulada_6h,78.26,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1686,562,,803,precipitacao_prevista_1h,70,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1687,563,7246,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1688,563,,,precipitacao_acumulada_6h,128.72,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1689,563,,806,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1690,564,7261,,nivel_agua_percentagem,95.35,%,70/85/90%,Leitura máxima de nível de água na área.
1691,564,,,precipitacao_acumulada_6h,78.95,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1692,564,,807,precipitacao_prevista_1h,10.61,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1693,565,7270,,nivel_agua_percentagem,42.71,%,70/85/90%,Leitura máxima de nível de água na área.
1694,565,,,precipitacao_acumulada_6h,22.76,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1695,565,,808,precipitacao_prevista_1h,10.26,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1696,566,7282,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1697,566,,,precipitacao_acumulada_6h,129.8,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1698,566,,810,precipitacao_prevista_1h,9.3,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1699,567,7291,,nivel_agua_percentagem,99.87,%,70/85/90%,Leitura máxima de nível de água na área.
1700,567,,,precipitacao_acumulada_6h,77.66,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1701,567,,811,precipitacao_prevista_1h,7.41,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1702,568,7300,,nivel_agua_percentagem,52.37,%,70/85/90%,Leitura máxima de nível de água na área.
1703,568,,,precipitacao_acumulada_6h,26.33,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1704,568,,812,precipitacao_prevista_1h,17.68,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1705,569,7315,,nivel_agua_percentagem,55.77,%,70/85/90%,Leitura máxima de nível de água na área.
1706,569,,,precipitacao_acumulada_6h,25.12,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1707,569,,813,precipitacao_prevista_1h,12.79,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1708,570,7318,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1709,570,,,precipitacao_acumulada_6h,128.2,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1710,570,,814,precipitacao_prevista_1h,9.51,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1711,571,7330,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1712,571,,,precipitacao_acumulada_6h,83.08,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1713,571,,815,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1714,572,7348,,nivel_agua_percentagem,62.74,%,70/85/90%,Leitura máxima de nível de água na área.
1715,572,,,precipitacao_acumulada_6h,23.97,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1716,572,,817,precipitacao_prevista_1h,25.18,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1717,573,7354,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1718,573,,,precipitacao_acumulada_6h,97.17,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1719,573,,818,precipitacao_prevista_1h,5.54,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1720,574,7363,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1721,574,,,precipitacao_acumulada_6h,85.86,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1722,574,,819,precipitacao_prevista_1h,4.7,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1723,575,7390,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1724,575,,,precipitacao_acumulada_6h,92.66,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1725,575,,822,precipitacao_prevista_1h,12.72,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1726,576,7399,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1727,576,,,precipitacao_acumulada_6h,89.71,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1728,576,,823,precipitacao_prevista_1h,20.55,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1729,577,7408,,nivel_agua_percentagem,63.67,%,70/85/90%,Leitura máxima de nível de água na área.
1730,577,,,precipitacao_acumulada_6h,46.8,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1731,577,,824,precipitacao_prevista_1h,28.8,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1732,578,7426,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1733,578,,,precipitacao_acumulada_6h,78.25,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1734,578,,826,precipitacao_prevista_1h,52.76,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1735,579,7435,,nivel_agua_percentagem,57.14,%,70/85/90%,Leitura máxima de nível de água na área.
1736,579,,,precipitacao_acumulada_6h,31.87,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1737,579,,827,precipitacao_prevista_1h,3.85,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1738,580,7450,,nivel_agua_percentagem,64.08,%,70/85/90%,Leitura máxima de nível de água na área.
1739,580,,,precipitacao_acumulada_6h,45.92,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1740,580,,828,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1741,581,7465,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1742,581,,,precipitacao_acumulada_6h,77.78,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1743,581,,830,precipitacao_prevista_1h,24.66,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1744,582,7474,,nivel_agua_percentagem,58.74,%,70/85/90%,Leitura máxima de nível de água na área.
1745,582,,,precipitacao_acumulada_6h,33.47,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1746,582,,831,precipitacao_prevista_1h,20.57,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1747,583,7486,,nivel_agua_percentagem,65.23,%,70/85/90%,Leitura máxima de nível de água na área.
1748,583,,,precipitacao_acumulada_6h,46.86,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1749,583,,832,precipitacao_prevista_1h,0,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1750,584,7489,,nivel_agua_percentagem,61.11,%,70/85/90%,Leitura máxima de nível de água na área.
1751,584,,,precipitacao_acumulada_6h,26.78,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1752,584,,833,precipitacao_prevista_1h,6.23,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1753,585,7498,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1754,585,,,precipitacao_acumulada_6h,73,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1755,585,,834,precipitacao_prevista_1h,16.67,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1756,586,7513,,nivel_agua_percentagem,62.55,%,70/85/90%,Leitura máxima de nível de água na área.
1757,586,,,precipitacao_acumulada_6h,35.76,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1758,586,,835,precipitacao_prevista_1h,5.82,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1759,587,7516,,nivel_agua_percentagem,62.78,%,70/85/90%,Leitura máxima de nível de água na área.
1760,587,,,precipitacao_acumulada_6h,44.64,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1761,587,,836,precipitacao_prevista_1h,7.39,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1762,588,7528,,nivel_agua_percentagem,55.65,%,70/85/90%,Leitura máxima de nível de água na área.
1763,588,,,precipitacao_acumulada_6h,24.5,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1764,588,,837,precipitacao_prevista_1h,12.46,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1765,589,7540,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1766,589,,,precipitacao_acumulada_6h,72.49,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1767,589,,838,precipitacao_prevista_1h,7.62,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1768,590,7546,,nivel_agua_percentagem,60.35,%,70/85/90%,Leitura máxima de nível de água na área.
1769,590,,,precipitacao_acumulada_6h,33.78,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1770,590,,839,precipitacao_prevista_1h,0.5,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1771,591,7558,,nivel_agua_percentagem,71,%,70/85/90%,Leitura máxima de nível de água na área.
1772,591,,,precipitacao_acumulada_6h,47.15,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1773,591,,840,precipitacao_prevista_1h,18.5,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1774,592,7567,,nivel_agua_percentagem,56.45,%,70/85/90%,Leitura máxima de nível de água na área.
1775,592,,,precipitacao_acumulada_6h,25.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1776,592,,841,precipitacao_prevista_1h,11.79,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1777,593,7576,,nivel_agua_percentagem,99.94,%,70/85/90%,Leitura máxima de nível de água na área.
1778,593,,,precipitacao_acumulada_6h,70.64,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1779,593,,842,precipitacao_prevista_1h,21.93,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1780,594,7579,,nivel_agua_percentagem,62.67,%,70/85/90%,Leitura máxima de nível de água na área.
1781,594,,,precipitacao_acumulada_6h,33.48,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1782,594,,843,precipitacao_prevista_1h,16.53,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1783,595,7588,,nivel_agua_percentagem,67.7,%,70/85/90%,Leitura máxima de nível de água na área.
1784,595,,,precipitacao_acumulada_6h,47.96,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1785,595,,844,precipitacao_prevista_1h,19.51,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1786,596,7603,,nivel_agua_percentagem,98.61,%,70/85/90%,Leitura máxima de nível de água na área.
1787,596,,,precipitacao_acumulada_6h,81,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1788,596,,845,precipitacao_prevista_1h,68.81,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1789,597,7606,,nivel_agua_percentagem,96.33,%,70/85/90%,Leitura máxima de nível de água na área.
1790,597,,,precipitacao_acumulada_6h,71.61,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1791,597,,846,precipitacao_prevista_1h,28.22,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1792,598,7624,,nivel_agua_percentagem,50,%,70/85/90%,Leitura máxima de nível de água na área.
1793,598,,,precipitacao_acumulada_6h,24.54,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1794,598,,848,precipitacao_prevista_1h,15.78,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1795,599,7633,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1796,599,,,precipitacao_acumulada_6h,80.93,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1797,599,,849,precipitacao_prevista_1h,18.08,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1798,600,7669,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1799,600,,,precipitacao_acumulada_6h,80.81,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1800,600,,853,precipitacao_prevista_1h,23.89,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1801,601,7690,,nivel_agua_percentagem,50.29,%,70/85/90%,Leitura máxima de nível de água na área.
1802,601,,,precipitacao_acumulada_6h,22.73,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1803,601,,855,precipitacao_prevista_1h,21.84,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1804,602,7705,,nivel_agua_percentagem,100,%,70/85/90%,Leitura máxima de nível de água na área.
1805,602,,,precipitacao_acumulada_6h,120.05,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
1806,602,,857,precipitacao_prevista_1h,64.54,mm,10/21/40 mm,Previsão meteorológica simulada para a próxima hora.
1807,603,7714,,nivel_agua_percentagem,54.27,%,70/85/90%,Leitura máxima de nível de água na área.
1808,603,,,precipitacao_acumulada_6h,28.13,mm,30/41/60 mm,Precipitação acumulada calculada sobre as últimas 6 horas.
