idalerta,idnivel_alerta,idarea_risco,idinfraestrutura_urbana,data_alerta,descricao,score_risco,estado
432,3,3,9,2026-05-14 10:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 57.25 mm. Precipitação prevista 1h: 0.00 mm.,52.16,ativo
433,2,4,11,2026-05-14 10:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 40.71%. Precipitação acumulada 6h: 18.90 mm. Precipitação prevista 1h: 16.19 mm.,28.04,registado
434,2,1,3,2026-05-14 11:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 59.26%. Precipitação acumulada 6h: 27.74 mm. Precipitação prevista 1h: 10.16 mm.,37.53,registado
435,4,3,7,2026-05-14 11:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 78.69%. Precipitação acumulada 6h: 60.71 mm. Precipitação prevista 1h: 24.79 mm.,59.82,ativo
436,2,4,10,2026-05-14 11:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.87%. Precipitação acumulada 6h: 22.40 mm. Precipitação prevista 1h: 11.86 mm.,31.68,registado
437,2,1,1,2026-05-14 12:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.13%. Precipitação acumulada 6h: 26.48 mm. Precipitação prevista 1h: 13.86 mm.,40.72,registado
438,4,2,4,2026-05-14 12:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 90.24%. Precipitação acumulada 6h: 71.80 mm. Precipitação prevista 1h: 59.98 mm.,77.14,ativo
439,4,3,9,2026-05-14 12:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 85.97%. Precipitação acumulada 6h: 60.84 mm. Precipitação prevista 1h: 14.44 mm.,60.55,ativo
440,3,4,12,2026-05-14 12:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 48.66%. Precipitação acumulada 6h: 25.90 mm. Precipitação prevista 1h: 22.44 mm.,35.28,ativo
441,4,2,5,2026-05-14 13:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 92.31%. Precipitação acumulada 6h: 73.49 mm. Precipitação prevista 1h: 10.80 mm.,66.29,ativo
442,4,3,7,2026-05-14 13:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 96.49 mm. Precipitação prevista 1h: 56.36 mm.,83.09,ativo
443,2,1,2,2026-05-14 14:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.54%. Precipitação acumulada 6h: 26.85 mm. Precipitação prevista 1h: 19.85 mm.,42.06,registado
444,4,2,4,2026-05-14 14:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 94.67%. Precipitação acumulada 6h: 71.53 mm. Precipitação prevista 1h: 11.43 mm.,66.92,ativo
445,4,3,7,2026-05-14 14:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 95.37 mm. Precipitação prevista 1h: 21.63 mm.,74.41,ativo
446,3,4,11,2026-05-14 14:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 52.40%. Precipitação acumulada 6h: 29.97 mm. Precipitação prevista 1h: 28.64 mm.,39.73,ativo
447,4,2,4,2026-05-14 15:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 88.39%. Precipitação acumulada 6h: 68.84 mm. Precipitação prevista 1h: 1.17 mm.,60.72,ativo
448,4,3,7,2026-05-14 15:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 88.04%. Precipitação acumulada 6h: 61.53 mm. Precipitação prevista 1h: 7.95 mm.,60.06,ativo
449,4,2,4,2026-05-14 16:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.69 mm. Precipitação prevista 1h: 0.00 mm.,65.91,ativo
450,4,3,7,2026-05-14 16:00:00,Alerta Vermelho na área Centro Urbano. Nível máximo de água: 83.12%. Precipitação acumulada 6h: 61.44 mm. Precipitação prevista 1h: 18.31 mm.,60.41,ativo
451,3,4,12,2026-05-14 16:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 61.93%. Precipitação acumulada 6h: 39.33 mm. Precipitação prevista 1h: 17.74 mm.,44.1,ativo
452,4,1,1,2026-05-14 17:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 94.87%. Precipitação acumulada 6h: 72.03 mm. Precipitação prevista 1h: 52.57 mm.,77.44,ativo
453,4,2,6,2026-05-14 17:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 93.67%. Precipitação acumulada 6h: 65.85 mm. Precipitação prevista 1h: 8.80 mm.,64.11,ativo
454,3,3,8,2026-05-14 17:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 80.23%. Precipitação acumulada 6h: 57.72 mm. Precipitação prevista 1h: 0.00 mm.,53.42,ativo
455,2,4,10,2026-05-14 17:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 57.37%. Precipitação acumulada 6h: 36.30 mm. Precipitação prevista 1h: 1.65 mm.,37.12,registado
456,4,1,3,2026-05-14 18:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 96.83%. Precipitação acumulada 6h: 68.23 mm. Precipitação prevista 1h: 16.35 mm.,68.13,ativo
457,3,3,8,2026-05-14 18:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 74.67%. Precipitação acumulada 6h: 57.49 mm. Precipitação prevista 1h: 16.09 mm.,54.87,ativo
458,3,4,12,2026-05-14 18:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 51.51%. Precipitação acumulada 6h: 32.60 mm. Precipitação prevista 1h: 16.62 mm.,37.11,ativo
459,4,1,1,2026-05-14 19:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 70.45 mm. Precipitação prevista 1h: 8.23 mm.,68.19,ativo
460,2,2,4,2026-05-14 19:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 48.85%. Precipitação acumulada 6h: 18.27 mm. Precipitação prevista 1h: 11.73 mm.,30.4,registado
461,2,3,9,2026-05-14 19:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 57.38%. Precipitação acumulada 6h: 25.02 mm. Precipitação prevista 1h: 17.09 mm.,37.6,registado
462,4,1,1,2026-05-14 20:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 96.30%. Precipitação acumulada 6h: 70.48 mm. Precipitação prevista 1h: 0.00 mm.,64.48,ativo
463,2,3,8,2026-05-14 20:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 55.46%. Precipitação acumulada 6h: 26.45 mm. Precipitação prevista 1h: 11.45 mm.,35.75,registado
464,2,4,11,2026-05-14 20:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 51.55%. Precipitação acumulada 6h: 27.37 mm. Precipitação prevista 1h: 14.47 mm.,35.03,registado
465,4,1,1,2026-05-14 21:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 72.66 mm. Precipitação prevista 1h: 30.98 mm.,74.54,ativo
466,2,2,6,2026-05-14 21:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 54.96%. Precipitação acumulada 6h: 21.93 mm. Precipitação prevista 1h: 16.37 mm.,35.4,registado
467,2,3,8,2026-05-14 21:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 55.03%. Precipitação acumulada 6h: 24.83 mm. Precipitação prevista 1h: 18.78 mm.,36.91,registado
468,4,1,1,2026-05-14 22:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 69.24 mm. Precipitação prevista 1h: 0.00 mm.,65.77,ativo
469,3,2,6,2026-05-14 22:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 50.96%. Precipitação acumulada 6h: 23.87 mm. Precipitação prevista 1h: 24.13 mm.,36.13,ativo
470,2,3,9,2026-05-14 22:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 49.62%. Precipitação acumulada 6h: 22.48 mm. Precipitação prevista 1h: 15.37 mm.,32.92,registado
471,2,1,3,2026-05-14 23:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 64.17%. Precipitação acumulada 6h: 27.20 mm. Precipitação prevista 1h: 11.23 mm.,39.84,registado
472,4,2,5,2026-05-14 23:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 84.16%. Precipitação acumulada 6h: 60.57 mm. Precipitação prevista 1h: 48.85 mm.,68.26,ativo
473,2,4,12,2026-05-14 23:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 39.02%. Precipitação acumulada 6h: 14.44 mm. Precipitação prevista 1h: 13.48 mm.,25.26,registado
474,4,1,1,2026-05-15 00:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 84.23 mm. Precipitação prevista 1h: 68.96 mm.,84,ativo
475,4,2,4,2026-05-15 00:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 91.89 mm. Precipitação prevista 1h: 41.35 mm.,79.34,ativo
476,2,4,11,2026-05-15 00:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 45.46%. Precipitação acumulada 6h: 17.99 mm. Precipitação prevista 1h: 16.23 mm.,29.91,registado
477,4,1,1,2026-05-15 01:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 80.34 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
478,4,2,4,2026-05-15 01:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 116.22 mm. Precipitação prevista 1h: 36.52 mm.,78.13,ativo
479,4,1,1,2026-05-15 02:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 81.55 mm. Precipitação prevista 1h: 6.55 mm.,70.64,ativo
480,4,2,4,2026-05-15 02:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 116.98 mm. Precipitação prevista 1h: 6.05 mm.,70.51,ativo
481,2,4,12,2026-05-15 02:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 43.37%. Precipitação acumulada 6h: 18.89 mm. Precipitação prevista 1h: 13.69 mm.,28.61,registado
482,4,1,1,2026-05-15 03:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 76.81 mm. Precipitação prevista 1h: 15.80 mm.,71.99,ativo
483,4,2,4,2026-05-15 03:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 115.59 mm. Precipitação prevista 1h: 8.50 mm.,71.13,ativo
484,2,4,11,2026-05-15 03:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.38%. Precipitação acumulada 6h: 19.94 mm. Precipitação prevista 1h: 11.87 mm.,29.82,registado
485,4,1,1,2026-05-15 04:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 76.33 mm. Precipitação prevista 1h: 3.20 mm.,68.7,ativo
486,4,2,4,2026-05-15 04:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 113.12 mm. Precipitação prevista 1h: 26.86 mm.,75.72,ativo
487,2,4,11,2026-05-15 04:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 48.31%. Precipitação acumulada 6h: 19.93 mm. Precipitação prevista 1h: 17.92 mm.,32.2,registado
488,4,1,2,2026-05-15 05:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 76.74 mm. Precipitação prevista 1h: 0.00 mm.,68.02,ativo
489,4,2,4,2026-05-15 05:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 77.22 mm. Precipitação prevista 1h: 8.63 mm.,70.32,ativo
490,2,3,8,2026-05-15 05:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 47.42%. Precipitação acumulada 6h: 21.21 mm. Precipitação prevista 1h: 17.68 mm.,32.12,registado
491,3,2,6,2026-05-15 06:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 80.21%. Precipitação acumulada 6h: 44.62 mm. Precipitação prevista 1h: 0.00 mm.,49.48,ativo
492,3,1,3,2026-05-15 08:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 75.24%. Precipitação acumulada 6h: 42.03 mm. Precipitação prevista 1h: 26.39 mm.,53.06,ativo
493,4,1,1,2026-05-15 09:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 75.66 mm. Precipitação prevista 1h: 43.04 mm.,78.46,ativo
494,2,2,6,2026-05-15 09:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 52.13%. Precipitação acumulada 6h: 18.27 mm. Precipitação prevista 1h: 11.18 mm.,31.73,registado
495,3,3,8,2026-05-15 09:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 71.13%. Precipitação acumulada 6h: 51.26 mm. Precipitação prevista 1h: 24.82 mm.,53.59,ativo
496,2,4,10,2026-05-15 09:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 39.40%. Precipitação acumulada 6h: 17.21 mm. Precipitação prevista 1h: 16.29 mm.,26.97,registado
497,4,1,1,2026-05-15 10:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 78.76 mm. Precipitação prevista 1h: 8.14 mm.,70.66,ativo
498,3,2,5,2026-05-15 10:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 51.85%. Precipitação acumulada 6h: 19.39 mm. Precipitação prevista 1h: 29.05 mm.,36.41,ativo
499,3,3,8,2026-05-15 10:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 71.66%. Precipitação acumulada 6h: 47.55 mm. Precipitação prevista 1h: 17.93 mm.,50.99,ativo
500,4,1,3,2026-05-15 11:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 99.65%. Precipitação acumulada 6h: 76.64 mm. Precipitação prevista 1h: 0.00 mm.,67.83,ativo
501,3,3,8,2026-05-15 11:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 70.38%. Precipitação acumulada 6h: 48.41 mm. Precipitação prevista 1h: 12.73 mm.,49.38,ativo
502,4,1,1,2026-05-15 12:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 78.21 mm. Precipitação prevista 1h: 10.07 mm.,70.98,ativo
503,3,3,9,2026-05-15 12:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 77.75%. Precipitação acumulada 6h: 46.71 mm. Precipitação prevista 1h: 0.00 mm.,49,ativo
504,4,1,1,2026-05-15 13:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 78.96 mm. Precipitação prevista 1h: 5.16 mm.,69.98,ativo
505,2,2,5,2026-05-15 13:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 51.89%. Precipitação acumulada 6h: 22.80 mm. Precipitação prevista 1h: 12.65 mm.,33.35,registado
506,3,3,9,2026-05-15 13:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 72.21%. Precipitação acumulada 6h: 49.52 mm. Precipitação prevista 1h: 1.59 mm.,47.75,ativo
507,4,1,3,2026-05-15 14:00:00,Alerta Vermelho na área Zona Ribeirinha. Nível máximo de água: 92.21%. Precipitação acumulada 6h: 60.81 mm. Precipitação prevista 1h: 35.43 mm.,68.6,ativo
508,2,2,5,2026-05-15 14:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 48.60%. Precipitação acumulada 6h: 22.00 mm. Precipitação prevista 1h: 12.57 mm.,31.61,registado
509,3,3,7,2026-05-15 14:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 72.94%. Precipitação acumulada 6h: 49.66 mm. Precipitação prevista 1h: 8.39 mm.,49.82,ativo
510,2,3,7,2026-05-15 15:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 48.27%. Precipitação acumulada 6h: 21.14 mm. Precipitação prevista 1h: 17.88 mm.,32.53,registado
511,2,4,12,2026-05-15 15:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 44.24%. Precipitação acumulada 6h: 23.25 mm. Precipitação prevista 1h: 11.16 mm.,29.67,registado
512,2,2,4,2026-05-15 16:00:00,Alerta Amarelo na área Passagem Inferior. Nível máximo de água: 52.96%. Precipitação acumulada 6h: 18.99 mm. Precipitação prevista 1h: 19.84 mm.,34.49,registado
513,2,3,7,2026-05-15 16:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 60.71%. Precipitação acumulada 6h: 34.23 mm. Precipitação prevista 1h: 4.83 mm.,38.8,registado
514,2,4,12,2026-05-15 16:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 50.56%. Precipitação acumulada 6h: 23.40 mm. Precipitação prevista 1h: 12.07 mm.,32.79,registado
515,3,1,1,2026-05-15 17:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 65.80%. Precipitação acumulada 6h: 33.44 mm. Precipitação prevista 1h: 16.96 mm.,43.88,ativo
516,3,2,5,2026-05-15 17:00:00,Alerta Laranja na área Passagem Inferior. Nível máximo de água: 53.25%. Precipitação acumulada 6h: 19.44 mm. Precipitação prevista 1h: 21.39 mm.,35.14,ativo
517,3,3,7,2026-05-15 17:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 60.99%. Precipitação acumulada 6h: 33.91 mm. Precipitação prevista 1h: 11.80 mm.,40.57,ativo
518,3,1,2,2026-05-15 18:00:00,Alerta Laranja na área Zona Ribeirinha. Nível máximo de água: 65.27%. Precipitação acumulada 6h: 33.25 mm. Precipitação prevista 1h: 25.84 mm.,45.81,ativo
519,4,2,6,2026-05-15 18:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 96.30%. Precipitação acumulada 6h: 82.08 mm. Precipitação prevista 1h: 70.00 mm.,82.34,ativo
520,3,3,9,2026-05-15 18:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 61.86%. Precipitação acumulada 6h: 36.77 mm. Precipitação prevista 1h: 14.33 mm.,42.45,ativo
521,3,4,12,2026-05-15 18:00:00,Alerta Laranja na área Zona Industrial. Nível máximo de água: 43.54%. Precipitação acumulada 6h: 23.24 mm. Precipitação prevista 1h: 22.38 mm.,32.16,ativo
522,2,1,3,2026-05-15 19:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 66.65%. Precipitação acumulada 6h: 30.46 mm. Precipitação prevista 1h: 0.00 mm.,39.13,registado
523,4,2,4,2026-05-15 19:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 84.71 mm. Precipitação prevista 1h: 0.00 mm.,69,ativo
524,2,3,8,2026-05-15 19:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 61.54%. Precipitação acumulada 6h: 35.49 mm. Precipitação prevista 1h: 2.40 mm.,38.94,registado
525,2,4,12,2026-05-15 19:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 46.99%. Precipitação acumulada 6h: 24.03 mm. Precipitação prevista 1h: 16.52 mm.,32.48,registado
526,4,2,4,2026-05-15 20:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 88.24 mm. Precipitação prevista 1h: 18.97 mm.,73.74,ativo
527,2,3,9,2026-05-15 20:00:00,Alerta Amarelo na área Centro Urbano. Nível máximo de água: 59.89%. Precipitação acumulada 6h: 36.54 mm. Precipitação prevista 1h: 0.00 mm.,37.91,registado
528,2,1,2,2026-05-15 21:00:00,Alerta Amarelo na área Zona Ribeirinha. Nível máximo de água: 65.75%. Precipitação acumulada 6h: 30.22 mm. Precipitação prevista 1h: 1.55 mm.,39.04,registado
529,4,2,4,2026-05-15 21:00:00,Alerta Vermelho na área Passagem Inferior. Nível máximo de água: 100.00%. Precipitação acumulada 6h: 90.85 mm. Precipitação prevista 1h: 4.77 mm.,70.19,ativo
530,3,3,7,2026-05-15 21:00:00,Alerta Laranja na área Centro Urbano. Nível máximo de água: 64.33%. Precipitação acumulada 6h: 40.79 mm. Precipitação prevista 1h: 12.75 mm.,44.37,ativo
531,2,4,12,2026-05-15 21:00:00,Alerta Amarelo na área Zona Industrial. Nível máximo de água: 49.72%. Precipitação acumulada 6h: 23.02 mm. Precipitação prevista 1h: 10.64 mm.,31.94,registado
